fips	state	year	president	vice	party	votes	votespc	ev	split
48	Texas	1984	Ronald Reagan	George Bush	Republican	"3,433,428"	63.61%	29	-9.9999
49	Utah	1984	Walter Mondale	Geraldine Ferraro	Democratic	"155,369"	24.68%	0	-0.4982
49	Utah	1984	Ronald Reagan	George Bush	Republican	"469,105"	74.50%	5	-9.9999
50	Vermont	1984	Walter Mondale	Geraldine Ferraro	Democratic	"95,730"	40.81%	0	-0.1711
50	Vermont	1984	Ronald Reagan	George Bush	Republican	"135,865"	57.92%	3	-9.9999
51	Virginia	1984	Walter Mondale	Geraldine Ferraro	Democratic	"796,250"	37.09%	0	-0.252
51	Virginia	1984	Ronald Reagan	George Bush	Republican	"1,337,078"	62.29%	12	-9.9999
53	Washington	1984	Walter Mondale	Geraldine Ferraro	Democratic	"807,352"	42.86%	0	-0.1296
53	Washington	1984	Ronald Reagan	George Bush	Republican	"1,051,670"	55.82%	10	-9.9999
54	West Virginia	1984	Walter Mondale	Geraldine Ferraro	Democratic	"328,125"	44.60%	0	-0.1051
54	West Virginia	1984	Ronald Reagan	George Bush	Republican	"405,483"	55.11%	6	-9.9999
55	Wisconsin	1984	Walter Mondale	Geraldine Ferraro	Democratic	"995,847"	45.02%	0	-0.0917
55	Wisconsin	1984	Ronald Reagan	George Bush	Republican	"1,198,800"	54.19%	11	-9.9999
56	Wyoming	1984	Walter Mondale	Geraldine Ferraro	Democratic	"53,370"	28.24%	0	-0.4227
56	Wyoming	1984	Ronald Reagan	George Bush	Republican	"133,241"	70.51%	3	-9.9999
1	Alabama	1980	James Carter	Walter Mondale	Democratic	"636,730"	47.45%	0	-0.013
1	Alabama	1980	Ronald Reagan	George Bush	Republican	"654,192"	48.75%	9	-9.9999
2	Alaska	1980	James Carter	Walter Mondale	Democratic	"41,842"	26.41%	0	-0.2794
2	Alaska	1980	Ronald Reagan	George Bush	Republican	"86,112"	54.35%	3	-9.9999
4	Arizona	1980	James Carter	Walter Mondale	Democratic	"246,843"	28.24%	0	-0.3237
4	Arizona	1980	Ronald Reagan	George Bush	Republican	"529,688"	60.61%	6	-9.9999
5	Arkansas	1980	James Carter	Walter Mondale	Democratic	"398,041"	47.52%	0	-0.0061
5	Arkansas	1980	Ronald Reagan	George Bush	Republican	"403,164"	48.13%	6	-9.9999
6	California	1980	James Carter	Walter Mondale	Democratic	"3,083,661"	35.91%	0	-0.1678
6	California	1980	Ronald Reagan	George Bush	Republican	"4,524,858"	52.69%	45	-9.9999
8	Colorado	1980	James Carter	Walter Mondale	Democratic	"367,973"	31.07%	0	-0.24
8	Colorado	1980	Ronald Reagan	George Bush	Republican	"652,264"	55.07%	7	-9.9999
9	Connecticut	1980	James Carter	Walter Mondale	Democratic	"541,732"	38.52%	0	-0.0964
9	Connecticut	1980	Ronald Reagan	George Bush	Republican	"677,210"	48.16%	8	-9.9999
10	Delaware	1980	James Carter	Walter Mondale	Democratic	"105,754"	44.87%	0	-0.0234
10	Delaware	1980	Ronald Reagan	George Bush	Republican	"111,252"	47.21%	3	-9.9999
11	District of Columbia	1980	James Carter	Walter Mondale	Democratic	"130,231"	74.89%	3	0.6148
11	District of Columbia	1980	Ronald Reagan	George Bush	Republican	"23,313"	13.41%	0	-9.9999
12	Florida	1980	James Carter	Walter Mondale	Democratic	"1,419,475"	38.50%	0	-0.1702
12	Florida	1980	Ronald Reagan	George Bush	Republican	"2,046,951"	55.52%	17	-9.9999
13	Georgia	1980	James Carter	Walter Mondale	Democratic	"890,733"	55.76%	12	0.1481
13	Georgia	1980	Ronald Reagan	George Bush	Republican	"654,168"	40.95%	0	-9.9999
15	Hawaii	1980	James Carter	Walter Mondale	Democratic	"135,879"	44.80%	4	0.019
15	Hawaii	1980	Ronald Reagan	George Bush	Republican	"130,112"	42.90%	0	-9.9999
16	Idaho	1980	James Carter	Walter Mondale	Democratic	"110,192"	25.19%	0	-0.4127
16	Idaho	1980	Ronald Reagan	George Bush	Republican	"290,699"	66.46%	4	-9.9999
17	Illinois	1980	James Carter	Walter Mondale	Democratic	"1,981,413"	41.72%	0	-0.0793
17	Illinois	1980	Ronald Reagan	George Bush	Republican	"2,358,049"	49.65%	26	-9.9999
18	Indiana	1980	James Carter	Walter Mondale	Democratic	"844,197"	37.65%	0	-0.1836
18	Indiana	1980	Ronald Reagan	George Bush	Republican	"1,255,656"	56.01%	13	-9.9999
19	Iowa	1980	James Carter	Walter Mondale	Democratic	"508,672"	38.60%	0	-0.1271
19	Iowa	1980	Ronald Reagan	George Bush	Republican	"676,026"	51.31%	8	-9.9999
20	Kansas	1980	James Carter	Walter Mondale	Democratic	"326,150"	33.29%	0	-0.2456
20	Kansas	1980	Ronald Reagan	George Bush	Republican	"566,812"	57.85%	7	-9.9999
21	Kentucky	1980	James Carter	Walter Mondale	Democratic	"616,417"	47.61%	0	-0.0146
21	Kentucky	1980	Ronald Reagan	George Bush	Republican	"635,274"	49.07%	9	-9.9999
22	Louisiana	1980	James Carter	Walter Mondale	Democratic	"708,453"	45.75%	0	-0.0545
22	Louisiana	1980	Ronald Reagan	George Bush	Republican	"792,853"	51.20%	10	-9.9999
23	Maine	1980	James Carter	Walter Mondale	Democratic	"220,974"	42.25%	0	-0.0336
23	Maine	1980	Ronald Reagan	George Bush	Republican	"238,522"	45.61%	4	-9.9999
24	Maryland	1980	James Carter	Walter Mondale	Democratic	"726,161"	47.14%	10	0.0296
24	Maryland	1980	Ronald Reagan	George Bush	Republican	"680,606"	44.18%	0	-9.9999
25	Massachusetts	1980	James Carter	Walter Mondale	Democratic	"1,053,802"	41.75%	0	-0.0015
25	Massachusetts	1980	Ronald Reagan	George Bush	Republican	"1,057,631"	41.90%	14	-9.9999
26	Michigan	1980	James Carter	Walter Mondale	Democratic	"1,661,532"	42.50%	0	-0.0649
26	Michigan	1980	Ronald Reagan	George Bush	Republican	"1,915,225"	48.99%	21	-9.9999
27	Minnesota	1980	James Carter	Walter Mondale	Democratic	"954,174"	46.50%	10	0.0394
27	Minnesota	1980	Ronald Reagan	George Bush	Republican	"873,241"	42.56%	0	-9.9999
28	Mississippi	1980	James Carter	Walter Mondale	Democratic	"429,281"	48.09%	0	-0.0133
28	Mississippi	1980	Ronald Reagan	George Bush	Republican	"441,089"	49.42%	7	-9.9999
29	Missouri	1980	James Carter	Walter Mondale	Democratic	"931,182"	44.35%	0	-0.0681
29	Missouri	1980	Ronald Reagan	George Bush	Republican	"1,074,181"	51.16%	12	-9.9999
30	Montana	1980	James Carter	Walter Mondale	Democratic	"118,032"	32.43%	0	-0.2439
30	Montana	1980	Ronald Reagan	George Bush	Republican	"206,814"	56.82%	4	-9.9999
31	Nebraska	1980	James Carter	Walter Mondale	Democratic	"166,851"	26.04%	0	-0.3949
31	Nebraska	1980	Ronald Reagan	George Bush	Republican	"419,937"	65.53%	5	-9.9999
32	Nevada	1980	James Carter	Walter Mondale	Democratic	"66,666"	26.89%	0	-0.3565
32	Nevada	1980	Ronald Reagan	George Bush	Republican	"155,017"	62.54%	3	-9.9999
33	New Hampshire	1980	James Carter	Walter Mondale	Democratic	"108,864"	28.35%	0	-0.2939
33	New Hampshire	1980	Ronald Reagan	George Bush	Republican	"221,705"	57.74%	4	-9.9999
34	New Jersey	1980	James Carter	Walter Mondale	Democratic	"1,147,364"	38.56%	0	-0.1341
34	New Jersey	1980	Ronald Reagan	George Bush	Republican	"1,546,557"	51.97%	17	-9.9999
35	New Mexico	1980	James Carter	Walter Mondale	Democratic	"167,826"	36.78%	0	-0.1819
35	New Mexico	1980	Ronald Reagan	George Bush	Republican	"250,779"	54.97%	4	-9.9999
36	New York	1980	James Carter	Walter Mondale	Democratic	"2,728,372"	43.99%	0	-0.0267
36	New York	1980	Ronald Reagan	George Bush	Republican	"2,893,831"	46.66%	41	-9.9999
37	North Carolina	1980	James Carter	Walter Mondale	Democratic	"875,635"	47.18%	0	-0.0212
37	North Carolina	1980	Ronald Reagan	George Bush	Republican	"915,018"	49.30%	13	-9.9999
38	North Dakota	1980	James Carter	Walter Mondale	Democratic	"79,189"	26.26%	0	-0.3797
38	North Dakota	1980	Ronald Reagan	George Bush	Republican	"193,695"	64.23%	3	-9.9999
39	Ohio	1980	James Carter	Walter Mondale	Democratic	"1,752,414"	40.91%	0	-0.106
39	Ohio	1980	Ronald Reagan	George Bush	Republican	"2,206,545"	51.51%	25	-9.9999
40	Oklahoma	1980	James Carter	Walter Mondale	Democratic	"402,026"	34.97%	0	-0.2553
40	Oklahoma	1980	Ronald Reagan	George Bush	Republican	"695,570"	60.50%	8	-9.9999
41	Oregon	1980	James Carter	Walter Mondale	Democratic	"456,890"	38.67%	0	-0.0966
41	Oregon	1980	Ronald Reagan	George Bush	Republican	"571,044"	48.33%	6	-9.9999
42	Pennsylvania	1980	James Carter	Walter Mondale	Democratic	"1,937,540"	42.48%	0	-0.0711
42	Pennsylvania	1980	Ronald Reagan	George Bush	Republican	"2,261,872"	49.59%	27	-9.9999
44	Rhode Island	1980	James Carter	Walter Mondale	Democratic	"198,342"	47.67%	4	0.1047
44	Rhode Island	1980	Ronald Reagan	George Bush	Republican	"154,793"	37.20%	0	-9.9999
45	South Carolina	1980	James Carter	Walter Mondale	Democratic	"427,560"	48.04%	0	-0.0153
45	South Carolina	1980	Ronald Reagan	George Bush	Republican	"441,207"	49.57%	8	-9.9999
46	South Dakota	1980	James Carter	Walter Mondale	Democratic	"103,855"	31.69%	0	-0.2884
46	South Dakota	1980	Ronald Reagan	George Bush	Republican	"198,343"	60.53%	4	-9.9999
47	Tennessee	1980	James Carter	Walter Mondale	Democratic	"783,051"	48.41%	0	-0.0029
47	Tennessee	1980	Ronald Reagan	George Bush	Republican	"787,761"	48.70%	10	-9.9999
48	Texas	1980	James Carter	Walter Mondale	Democratic	"1,881,147"	41.42%	0	-0.1386
48	Texas	1980	Ronald Reagan	George Bush	Republican	"2,510,705"	55.28%	26	-9.9999
49	Utah	1980	James Carter	Walter Mondale	Democratic	"124,266"	20.57%	0	-0.522
49	Utah	1980	Ronald Reagan	George Bush	Republican	"439,687"	72.77%	4	-9.9999
50	Vermont	1980	James Carter	Walter Mondale	Democratic	"81,891"	38.41%	0	-0.0596
50	Vermont	1980	Ronald Reagan	George Bush	Republican	"94,598"	44.37%	3	-9.9999
51	Virginia	1980	James Carter	Walter Mondale	Democratic	"752,174"	40.31%	0	-0.1272
51	Virginia	1980	Ronald Reagan	George Bush	Republican	"989,609"	53.03%	12	-9.9999
53	Washington	1980	James Carter	Walter Mondale	Democratic	"650,193"	37.32%	0	-0.1234
53	Washington	1980	Ronald Reagan	George Bush	Republican	"865,244"	49.66%	9	-9.9999
54	West Virginia	1980	James Carter	Walter Mondale	Democratic	"367,462"	49.81%	6	0.0451
54	West Virginia	1980	Ronald Reagan	George Bush	Republican	"334,206"	45.30%	0	-9.9999
55	Wisconsin	1980	James Carter	Walter Mondale	Democratic	"981,584"	43.18%	0	-0.0472
55	Wisconsin	1980	Ronald Reagan	George Bush	Republican	"1,088,845"	47.90%	11	-9.9999
56	Wyoming	1980	James Carter	Walter Mondale	Democratic	"49,427"	27.97%	0	-0.3467
56	Wyoming	1980	Ronald Reagan	George Bush	Republican	"110,700"	62.64%	3	-9.9999
1	Alabama	1976	James Carter	Walter Mondale	Democratic	"659,170"	55.73%	9	0.1312
1	Alabama	1976	Gerald Ford	Robert Dole	Republican	"504,070"	42.61%	0	-10
2	Alaska	1976	James Carter	Walter Mondale	Democratic	"44,058"	35.65%	0	-0.2225
2	Alaska	1976	Gerald Ford	Robert Dole	Republican	"71,555"	57.90%	3	-10
4	Arizona	1976	James Carter	Walter Mondale	Democratic	"295,602"	39.80%	0	-0.1657
4	Arizona	1976	Gerald Ford	Robert Dole	Republican	"418,642"	56.37%	6	-10
5	Arkansas	1976	James Carter	Walter Mondale	Democratic	"499,614"	64.94%	6	0.3001
5	Arkansas	1976	Gerald Ford	Robert Dole	Republican	"268,753"	34.93%	0	-10
6	California	1976	James Carter	Walter Mondale	Democratic	"3,742,284"	47.57%	0	-0.0178
6	California	1976	Gerald Ford	Robert Dole	Republican	"3,882,244"	49.35%	45	-10
8	Colorado	1976	James Carter	Walter Mondale	Democratic	"460,353"	42.58%	0	-0.1147
8	Colorado	1976	Gerald Ford	Robert Dole	Republican	"584,367"	54.05%	7	-10
9	Connecticut	1976	James Carter	Walter Mondale	Democratic	"647,895"	46.90%	0	-0.0516
9	Connecticut	1976	Gerald Ford	Robert Dole	Republican	"719,261"	52.06%	8	-10
10	Delaware	1976	James Carter	Walter Mondale	Democratic	"122,596"	51.98%	3	0.0541
10	Delaware	1976	Gerald Ford	Robert Dole	Republican	"109,831"	46.57%	0	-10
11	District of Columbia	1976	James Carter	Walter Mondale	Democratic	"137,818"	81.63%	3	0.6512
11	District of Columbia	1976	Gerald Ford	Robert Dole	Republican	"27,873"	16.51%	0	-10
12	Florida	1976	James Carter	Walter Mondale	Democratic	"1,636,000"	51.93%	17	0.0529
12	Florida	1976	Gerald Ford	Robert Dole	Republican	"1,469,531"	46.64%	0	-10
13	Georgia	1976	James Carter	Walter Mondale	Democratic	"979,409"	66.74%	12	0.3378
13	Georgia	1976	Gerald Ford	Robert Dole	Republican	"483,743"	32.96%	0	-10
15	Hawaii	1976	James Carter	Walter Mondale	Democratic	"147,375"	50.59%	4	0.0253
15	Hawaii	1976	Gerald Ford	Robert Dole	Republican	"140,003"	48.06%	0	-10
16	Idaho	1976	James Carter	Walter Mondale	Democratic	"126,549"	37.12%	0	-0.2276
16	Idaho	1976	Gerald Ford	Robert Dole	Republican	"204,151"	59.88%	4	-10
17	Illinois	1976	James Carter	Walter Mondale	Democratic	"2,271,295"	48.13%	0	-0.0197
17	Illinois	1976	Gerald Ford	Robert Dole	Republican	"2,364,269"	50.10%	26	-10
18	Indiana	1976	James Carter	Walter Mondale	Democratic	"1,014,714"	45.70%	0	-0.0762
18	Indiana	1976	Gerald Ford	Robert Dole	Republican	"1,183,958"	53.32%	13	-10
19	Iowa	1976	James Carter	Walter Mondale	Democratic	"619,931"	48.46%	0	-0.0101
19	Iowa	1976	Gerald Ford	Robert Dole	Republican	"632,863"	49.47%	8	-10
20	Kansas	1976	James Carter	Walter Mondale	Democratic	"430,421"	44.94%	0	-0.0755
20	Kansas	1976	Gerald Ford	Robert Dole	Republican	"502,752"	52.49%	7	-10
21	Kentucky	1976	James Carter	Walter Mondale	Democratic	"615,717"	52.75%	9	0.0718
21	Kentucky	1976	Gerald Ford	Robert Dole	Republican	"531,852"	45.57%	0	-10
22	Louisiana	1976	James Carter	Walter Mondale	Democratic	"661,365"	51.73%	10	0.0578
22	Louisiana	1976	Gerald Ford	Robert Dole	Republican	"587,446"	45.95%	0	-10
23	Maine	1976	James Carter	Walter Mondale	Democratic	"232,279"	48.07%	0	-0.0084
23	Maine	1976	Gerald Ford	Robert Dole	Republican	"236,320"	48.91%	4	-10
24	Maryland	1976	James Carter	Walter Mondale	Democratic	"759,612"	53.04%	10	0.0608
24	Maryland	1976	Gerald Ford	Robert Dole	Republican	"672,661"	46.96%	0	-10
25	Massachusetts	1976	James Carter	Walter Mondale	Democratic	"1,429,475"	56.11%	14	0.1567
25	Massachusetts	1976	Gerald Ford	Robert Dole	Republican	"1,030,276"	40.44%	0	-10
26	Michigan	1976	James Carter	Walter Mondale	Democratic	"1,696,714"	46.44%	0	-0.0539
26	Michigan	1976	Gerald Ford	Robert Dole	Republican	"1,893,742"	51.83%	21	-10
27	Minnesota	1976	James Carter	Walter Mondale	Democratic	"1,070,440"	54.90%	10	0.1288
27	Minnesota	1976	Gerald Ford	Robert Dole	Republican	"819,395"	42.02%	0	-10
28	Mississippi	1976	James Carter	Walter Mondale	Democratic	"381,309"	49.56%	7	0.0188
28	Mississippi	1976	Gerald Ford	Robert Dole	Republican	"366,846"	47.68%	0	-10
29	Missouri	1976	James Carter	Walter Mondale	Democratic	"998,387"	51.10%	12	0.0363
29	Missouri	1976	Gerald Ford	Robert Dole	Republican	"927,443"	47.47%	0	-10
30	Montana	1976	James Carter	Walter Mondale	Democratic	"149,259"	45.40%	0	-0.0744
30	Montana	1976	Gerald Ford	Robert Dole	Republican	"173,703"	52.84%	4	-10
31	Nebraska	1976	James Carter	Walter Mondale	Democratic	"233,692"	38.46%	0	-0.2073
31	Nebraska	1976	Gerald Ford	Robert Dole	Republican	"359,705"	59.19%	5	-10
32	Nevada	1976	James Carter	Walter Mondale	Democratic	"92,479"	45.81%	0	-0.0436
32	Nevada	1976	Gerald Ford	Robert Dole	Republican	"101,273"	50.17%	3	-10
33	New Hampshire	1976	James Carter	Walter Mondale	Democratic	"147,635"	43.47%	0	-0.1128
33	New Hampshire	1976	Gerald Ford	Robert Dole	Republican	"185,935"	54.75%	4	-10
34	New Jersey	1976	James Carter	Walter Mondale	Democratic	"1,444,653"	47.92%	0	-0.0216
34	New Jersey	1976	Gerald Ford	Robert Dole	Republican	"1,509,688"	50.08%	17	-10
35	New Mexico	1976	James Carter	Walter Mondale	Democratic	"201,148"	48.28%	0	-0.0247
35	New Mexico	1976	Gerald Ford	Robert Dole	Republican	"211,419"	50.75%	4	-10
36	New York	1976	James Carter	Walter Mondale	Democratic	"3,389,558"	51.87%	41	0.0442
36	New York	1976	Gerald Ford	Robert Dole	Republican	"3,100,791"	47.45%	0	-10
37	North Carolina	1976	James Carter	Walter Mondale	Democratic	"927,365"	55.27%	13	0.1105
37	North Carolina	1976	Gerald Ford	Robert Dole	Republican	"741,960"	44.22%	0	-10
38	North Dakota	1976	James Carter	Walter Mondale	Democratic	"136,078"	45.80%	0	-0.0586
38	North Dakota	1976	Gerald Ford	Robert Dole	Republican	"153,470"	51.66%	3	-10
39	Ohio	1976	James Carter	Walter Mondale	Democratic	"2,011,621"	48.92%	25	0.0027
39	Ohio	1976	Gerald Ford	Robert Dole	Republican	"2,000,505"	48.65%	0	-10
40	Oklahoma	1976	James Carter	Walter Mondale	Democratic	"532,442"	48.75%	0	-0.0121
40	Oklahoma	1976	Gerald Ford	Robert Dole	Republican	"545,708"	49.96%	8	-10
41	Oregon	1976	James Carter	Walter Mondale	Democratic	"490,407"	47.62%	0	-0.0016
41	Oregon	1976	Gerald Ford	Robert Dole	Republican	"492,120"	47.78%	6	-10
42	Pennsylvania	1976	James Carter	Walter Mondale	Democratic	"2,328,677"	50.40%	27	0.0267
42	Pennsylvania	1976	Gerald Ford	Robert Dole	Republican	"2,205,604"	47.73%	0	-10
44	Rhode Island	1976	James Carter	Walter Mondale	Democratic	"227,636"	55.36%	4	0.1128
44	Rhode Island	1976	Gerald Ford	Robert Dole	Republican	"181,249"	44.08%	0	-10
45	South Carolina	1976	James Carter	Walter Mondale	Democratic	"450,825"	56.17%	8	0.1304
45	South Carolina	1976	Gerald Ford	Robert Dole	Republican	"346,140"	43.13%	0	-10
46	South Dakota	1976	James Carter	Walter Mondale	Democratic	"147,068"	48.91%	0	-0.0148
46	South Dakota	1976	Gerald Ford	Robert Dole	Republican	"151,505"	50.39%	4	-10
47	Tennessee	1976	James Carter	Walter Mondale	Democratic	"825,879"	55.94%	10	0.13
47	Tennessee	1976	Gerald Ford	Robert Dole	Republican	"633,969"	42.94%	0	-10
48	Texas	1976	James Carter	Walter Mondale	Democratic	"2,082,319"	51.14%	26	0.0317
48	Texas	1976	Gerald Ford	Robert Dole	Republican	"1,953,300"	47.97%	0	-10
49	Utah	1976	James Carter	Walter Mondale	Democratic	"182,110"	33.65%	0	-0.2879
49	Utah	1976	Gerald Ford	Robert Dole	Republican	"337,908"	62.44%	4	-10
50	Vermont	1976	James Carter	Walter Mondale	Democratic	"81,044"	43.14%	0	-0.112
50	Vermont	1976	Gerald Ford	Robert Dole	Republican	"102,085"	54.34%	3	-10
51	Virginia	1976	James Carter	Walter Mondale	Democratic	"813,896"	47.96%	0	-0.0133
51	Virginia	1976	Gerald Ford	Robert Dole	Republican	"836,554"	49.29%	12	-10
53	Washington	1976	James Carter	Walter Mondale	Democratic	"717,323"	46.11%	0	-0.0389
53	Washington	1976	Gerald Ford	Robert Dole	Republican	"777,732"	50.00%	8	-10
54	West Virginia	1976	James Carter	Walter Mondale	Democratic	"435,914"	58.07%	6	0.1614
54	West Virginia	1976	Gerald Ford	Robert Dole	Republican	"314,760"	41.93%	0	-10
55	Wisconsin	1976	James Carter	Walter Mondale	Democratic	"1,040,232"	49.50%	11	0.0167
55	Wisconsin	1976	Gerald Ford	Robert Dole	Republican	"1,004,987"	47.83%	0	-10
56	Wyoming	1976	James Carter	Walter Mondale	Democratic	"62,239"	39.81%	0	-0.1949
56	Wyoming	1976	Gerald Ford	Robert Dole	Republican	"92,717"	59.30%	3	-10
1	Alabama	1972	George McGovern	R. Sargent Shriver	Democratic	"256,923"	25.54%	0	-0.4689
1	Alabama	1972	Richard Nixon	Spiro Agnew	Republican	"728,701"	72.43%	9	-10
2	Alaska	1972	George McGovern	R. Sargent Shriver	Democratic	"32,967"	34.62%	0	-0.2351
2	Alaska	1972	Richard Nixon	Spiro Agnew	Republican	"55,349"	58.13%	3	-10
4	Arizona	1972	George McGovern	R. Sargent Shriver	Democratic	"198,540"	30.38%	0	-0.3126
4	Arizona	1972	Richard Nixon	Spiro Agnew	Republican	"402,812"	61.64%	6	-10
5	Arkansas	1972	George McGovern	R. Sargent Shriver	Democratic	"198,899"	30.71%	0	-0.3811
5	Arkansas	1972	Richard Nixon	Spiro Agnew	Republican	"445,751"	68.82%	6	-10
6	California	1972	George McGovern	R. Sargent Shriver	Democratic	"3,475,847"	41.54%	0	-0.1346
6	California	1972	Richard Nixon	Spiro Agnew	Republican	"4,602,096"	55.00%	45	-10
8	Colorado	1972	George McGovern	R. Sargent Shriver	Democratic	"329,980"	34.59%	0	-0.2802
8	Colorado	1972	Richard Nixon	Spiro Agnew	Republican	"597,189"	62.61%	7	-10
9	Connecticut	1972	George McGovern	R. Sargent Shriver	Democratic	"555,498"	40.13%	0	-0.1844
9	Connecticut	1972	Richard Nixon	Spiro Agnew	Republican	"810,763"	58.57%	8	-10
10	Delaware	1972	George McGovern	R. Sargent Shriver	Democratic	"92,283"	39.18%	0	-0.2042
10	Delaware	1972	Richard Nixon	Spiro Agnew	Republican	"140,357"	59.60%	3	-10
11	District of Columbia	1972	George McGovern	R. Sargent Shriver	Democratic	"127,627"	78.10%	3	0.5654
11	District of Columbia	1972	Richard Nixon	Spiro Agnew	Republican	"35,226"	21.56%	0	-10
12	Florida	1972	George McGovern	R. Sargent Shriver	Democratic	"718,117"	27.80%	0	-0.4411
12	Florida	1972	Richard Nixon	Spiro Agnew	Republican	"1,857,759"	71.91%	17	-10
13	Georgia	1972	George McGovern	R. Sargent Shriver	Democratic	"289,529"	24.65%	0	-0.5039
13	Georgia	1972	Richard Nixon	Spiro Agnew	Republican	"881,496"	75.04%	12	-10
15	Hawaii	1972	George McGovern	R. Sargent Shriver	Democratic	"101,409"	37.52%	0	-0.2496
15	Hawaii	1972	Richard Nixon	Spiro Agnew	Republican	"168,865"	62.48%	4	-10
16	Idaho	1972	George McGovern	R. Sargent Shriver	Democratic	"80,826"	26.04%	0	-0.382
16	Idaho	1972	Richard Nixon	Spiro Agnew	Republican	"199,384"	64.24%	4	-10
17	Illinois	1972	George McGovern	R. Sargent Shriver	Democratic	"1,913,472"	40.51%	0	-0.1852
17	Illinois	1972	Richard Nixon	Spiro Agnew	Republican	"2,788,179"	59.03%	26	-10
18	Indiana	1972	George McGovern	R. Sargent Shriver	Democratic	"708,568"	33.34%	0	-0.3277
18	Indiana	1972	Richard Nixon	Spiro Agnew	Republican	"1,405,154"	66.11%	13	-10
19	Iowa	1972	George McGovern	R. Sargent Shriver	Democratic	"496,206"	40.48%	0	-0.1713
19	Iowa	1972	Richard Nixon	Spiro Agnew	Republican	"706,207"	57.61%	8	-10
20	Kansas	1972	George McGovern	R. Sargent Shriver	Democratic	"270,287"	29.50%	0	-0.3816
20	Kansas	1972	Richard Nixon	Spiro Agnew	Republican	"619,812"	67.66%	7	-10
21	Kentucky	1972	George McGovern	R. Sargent Shriver	Democratic	"371,159"	34.77%	0	-0.286
21	Kentucky	1972	Richard Nixon	Spiro Agnew	Republican	"676,446"	63.37%	9	-10
22	Louisiana	1972	George McGovern	R. Sargent Shriver	Democratic	"298,142"	28.35%	0	-0.3697
22	Louisiana	1972	Richard Nixon	Spiro Agnew	Republican	"686,852"	65.32%	10	-10
23	Maine	1972	George McGovern	R. Sargent Shriver	Democratic	"160,584"	38.48%	0	-0.2298
23	Maine	1972	Richard Nixon	Spiro Agnew	Republican	"256,458"	61.46%	4	-10
24	Maryland	1972	George McGovern	R. Sargent Shriver	Democratic	"505,781"	37.36%	0	-0.239
24	Maryland	1972	Richard Nixon	Spiro Agnew	Republican	"829,305"	61.26%	10	-10
25	Massachusetts	1972	George McGovern	R. Sargent Shriver	Democratic	"1,332,540"	54.20%	14	0.0897
25	Massachusetts	1972	Richard Nixon	Spiro Agnew	Republican	"1,112,078"	45.23%	0	-10
26	Michigan	1972	George McGovern	R. Sargent Shriver	Democratic	"1,459,435"	41.81%	0	-0.1439
26	Michigan	1972	Richard Nixon	Spiro Agnew	Republican	"1,961,721"	56.20%	21	-10
27	Minnesota	1972	George McGovern	R. Sargent Shriver	Democratic	"802,346"	46.07%	0	-0.0551
27	Minnesota	1972	Richard Nixon	Spiro Agnew	Republican	"898,269"	51.58%	10	-10
28	Mississippi	1972	George McGovern	R. Sargent Shriver	Democratic	"126,782"	19.63%	0	-0.5857
28	Mississippi	1972	Richard Nixon	Spiro Agnew	Republican	"505,125"	78.20%	7	-10
29	Missouri	1972	George McGovern	R. Sargent Shriver	Democratic	"698,531"	37.71%	0	-0.2458
29	Missouri	1972	Richard Nixon	Spiro Agnew	Republican	"1,154,058"	62.29%	12	-10
30	Montana	1972	George McGovern	R. Sargent Shriver	Democratic	"120,197"	37.85%	0	-0.2008
30	Montana	1972	Richard Nixon	Spiro Agnew	Republican	"183,976"	57.93%	4	-10
31	Nebraska	1972	George McGovern	R. Sargent Shriver	Democratic	"169,991"	29.50%	0	-0.41
31	Nebraska	1972	Richard Nixon	Spiro Agnew	Republican	"406,298"	70.50%	5	-10
32	Nevada	1972	George McGovern	R. Sargent Shriver	Democratic	"66,016"	36.32%	0	-0.2736
32	Nevada	1972	Richard Nixon	Spiro Agnew	Republican	"115,750"	63.68%	3	-10
33	New Hampshire	1972	George McGovern	R. Sargent Shriver	Democratic	"116,435"	34.85%	0	-0.2913
33	New Hampshire	1972	Richard Nixon	Spiro Agnew	Republican	"213,724"	63.98%	4	-10
34	New Jersey	1972	George McGovern	R. Sargent Shriver	Democratic	"1,102,211"	36.77%	0	-0.248
34	New Jersey	1972	Richard Nixon	Spiro Agnew	Republican	"1,845,502"	61.57%	17	-10
35	New Mexico	1972	George McGovern	R. Sargent Shriver	Democratic	"141,084"	36.56%	0	-0.2449
35	New Mexico	1972	Richard Nixon	Spiro Agnew	Republican	"235,606"	61.05%	4	-10
36	New York	1972	George McGovern	R. Sargent Shriver	Democratic	"2,951,084"	41.21%	0	-0.1733
36	New York	1972	Richard Nixon	Spiro Agnew	Republican	"4,192,778"	58.54%	41	-10
37	North Carolina	1972	George McGovern	R. Sargent Shriver	Democratic	"438,705"	28.89%	0	-0.4057
37	North Carolina	1972	Richard Nixon	Spiro Agnew	Republican	"1,054,889"	69.46%	13	-10
38	North Dakota	1972	George McGovern	R. Sargent Shriver	Democratic	"100,384"	35.79%	0	-0.2628
38	North Dakota	1972	Richard Nixon	Spiro Agnew	Republican	"174,109"	62.07%	3	-10
39	Ohio	1972	George McGovern	R. Sargent Shriver	Democratic	"1,558,889"	38.07%	0	-0.2156
39	Ohio	1972	Richard Nixon	Spiro Agnew	Republican	"2,441,827"	59.63%	25	-10
